years_experience,education_level,project_count,resume_length,github_activity,shortlisted
1,Bachelors,5,317,134,No
6,Masters,8,454,351,Yes
4,Masters,5,576,74,Yes
11,High School,9,683,295,Yes
12,Masters,10,849,363,Yes
15,Bachelors,16,569,712,Yes
4,Bachelors,6,340,77,No
8,PhD,18,670,425,Yes
11,Bachelors,15,678,539,Yes
15,Bachelors,13,745,533,Yes
7,Masters,8,365,194,No
6,Bachelors,6,543,198,Yes
11,Bachelors,10,659,412,Yes
6,Bachelors,7,506,261,Yes
6,Masters,15,550,324,Yes
7,Bachelors,6,352,225,Yes
10,Bachelors,10,836,396,Yes
9,Masters,11,644,315,Yes
6,Bachelors,5,542,202,No
5,High School,10,280,228,No
0,Bachelors,8,302,178,No
15,Bachelors,14,625,573,Yes
9,Masters,13,900,365,Yes
11,Bachelors,11,820,366,Yes
0,High School,2,582,103,No
11,PhD,8,550,253,Yes
12,Bachelors,13,733,449,Yes
15,High School,14,677,459,Yes
3,PhD,14,590,275,Yes
5,Masters,8,559,255,Yes
7,Bachelors,10,452,277,Yes
11,PhD,15,600,473,Yes
8,Bachelors,9,449,341,Yes
4,Masters,12,322,400,Yes
3,High School,7,394,183,No
6,Bachelors,10,455,352,Yes
12,Bachelors,9,606,180,Yes
13,Bachelors,21,739,499,Yes
15,Masters,16,900,577,Yes
13,Masters,19,767,591,Yes
11,Bachelors,13,752,423,Yes
7,Masters,16,833,419,Yes
0,PhD,8,586,148,Yes
0,Masters,3,380,8,No
9,PhD,10,760,248,Yes
10,Bachelors,13,535,434,Yes
1,Bachelors,1,352,89,No
5,Masters,10,150,259,No
3,High School,6,515,201,No
3,Bachelors,5,458,95,No
3,Masters,7,310,270,No
8,Bachelors,10,560,266,Yes
9,Bachelors,9,468,373,Yes
6,Bachelors,4,557,158,Yes
1,PhD,8,433,198,Yes
13,Masters,14,872,409,Yes
0,Masters,8,354,227,Yes
13,Masters,15,505,431,Yes
10,High School,10,622,416,Yes
12,Bachelors,19,900,497,Yes
8,Masters,10,663,388,Yes
11,Masters,21,815,572,Yes
15,Masters,14,900,587,Yes
9,PhD,14,408,290,Yes
14,Masters,18,813,632,Yes
15,Masters,19,900,561,Yes
0,Bachelors,4,509,160,No
12,Masters,14,731,440,Yes
6,High School,8,552,287,Yes
6,Masters,7,604,128,Yes
11,Bachelors,11,732,363,Yes
8,Masters,19,728,423,Yes
6,Bachelors,4,619,235,No
13,Masters,14,657,437,Yes
3,Bachelors,9,357,131,No
8,Bachelors,9,465,236,Yes
10,Masters,15,639,468,Yes
8,Masters,12,552,327,Yes
6,Bachelors,4,384,214,Yes
11,Bachelors,12,677,511,Yes
9,Masters,13,614,328,Yes
13,PhD,24,814,732,Yes
14,Bachelors,13,669,468,Yes
1,Bachelors,6,418,112,No
7,High School,9,421,188,Yes
10,Masters,9,738,336,Yes
11,Bachelors,6,471,274,Yes
7,Bachelors,3,661,159,Yes
8,Bachelors,10,518,310,Yes
12,PhD,11,502,380,Yes
0,Bachelors,5,320,139,No
4,Bachelors,10,770,322,No
7,Bachelors,9,300,305,Yes
10,Masters,16,682,461,Yes
0,Bachelors,7,258,36,No
11,Bachelors,11,742,376,Yes
10,Masters,11,578,377,Yes
2,High School,9,538,264,No
13,Bachelors,18,900,573,Yes
0,PhD,9,351,201,No
8,Bachelors,13,642,388,Yes
13,Bachelors,12,734,482,Yes
8,Bachelors,8,512,326,Yes
2,Bachelors,9,224,289,No
5,Masters,7,653,298,Yes
10,Bachelors,10,547,377,Yes
12,Masters,13,540,414,Yes
12,Masters,17,690,609,Yes
12,High School,11,740,418,Yes
2,Bachelors,3,342,2,No
5,Masters,15,456,247,Yes
15,Masters,25,779,691,Yes
2,Bachelors,9,649,124,No
15,Bachelors,12,751,508,Yes
1,Bachelors,11,359,246,No
5,Bachelors,8,457,284,Yes
7,Masters,19,595,511,Yes
14,Bachelors,16,868,510,Yes
15,Masters,14,900,569,Yes
5,Bachelors,8,503,228,Yes
12,Masters,15,747,485,Yes
3,Bachelors,5,331,181,No
14,Bachelors,11,835,428,Yes
0,Bachelors,3,363,79,No
13,Masters,16,792,652,Yes
2,Masters,9,530,192,No
1,Masters,6,315,178,No
11,PhD,13,454,460,Yes
5,PhD,6,373,236,Yes
4,Bachelors,6,454,169,No
11,Masters,13,828,556,Yes
1,Masters,4,225,68,No
10,Masters,12,530,516,Yes
5,Bachelors,8,580,157,No
9,Masters,12,718,412,Yes
0,High School,2,413,100,No
13,Bachelors,10,643,419,Yes
3,Bachelors,5,485,128,No
14,Masters,20,624,622,Yes
7,Bachelors,5,403,136,No
3,High School,5,414,103,No
0,Bachelors,6,402,207,No
2,Bachelors,8,428,287,Yes
2,Bachelors,8,404,118,No
7,Masters,15,338,462,Yes
5,High School,8,446,288,No
1,Masters,8,372,175,Yes
9,Masters,13,575,372,Yes
4,PhD,10,328,297,No
7,Masters,9,807,271,Yes
4,Bachelors,5,406,186,No
9,Masters,15,515,447,Yes
15,PhD,19,670,584,Yes
15,Bachelors,14,774,468,Yes
8,High School,9,365,378,Yes
2,PhD,7,551,213,No
2,High School,5,635,169,No
8,Masters,16,517,421,Yes
13,Bachelors,17,527,509,Yes
0,Masters,8,463,218,No
5,Bachelors,9,367,407,No
3,Bachelors,6,346,92,No
15,Masters,16,786,465,Yes
15,Bachelors,10,747,408,Yes
10,Masters,15,628,453,Yes
8,Masters,10,783,324,Yes
6,Bachelors,13,534,331,Yes
2,Bachelors,6,486,178,No
1,Masters,4,477,168,No
15,Bachelors,13,755,516,Yes
0,Masters,4,262,113,No
6,Masters,15,643,446,Yes
11,Masters,10,703,313,Yes
15,Masters,11,527,420,Yes
3,Bachelors,4,412,247,No
13,Bachelors,10,683,400,Yes
14,Bachelors,17,628,664,Yes
1,Masters,5,316,134,No
11,Masters,15,792,437,Yes
10,Bachelors,24,497,769,Yes
13,PhD,11,683,466,Yes
4,Bachelors,11,248,243,No
12,Masters,16,576,467,Yes
14,Masters,8,654,322,Yes
13,Bachelors,19,617,529,Yes
15,Masters,19,682,555,Yes
3,Bachelors,3,392,49,No
10,Bachelors,15,731,430,Yes
8,Masters,14,619,458,Yes
6,Bachelors,8,243,157,No
2,Masters,4,425,14,No
6,Bachelors,10,694,248,Yes
9,High School,8,547,320,Yes
7,PhD,12,657,389,Yes
9,Bachelors,8,744,271,Yes
2,Bachelors,7,519,149,No
13,Bachelors,13,595,581,Yes
2,Masters,14,558,285,Yes
14,Bachelors,12,807,558,Yes
3,Bachelors,8,639,264,No
2,Bachelors,2,536,125,No
0,Bachelors,5,447,88,No
3,Masters,8,524,162,No
9,Bachelors,12,602,452,Yes
2,Bachelors,1,225,107,No
6,PhD,7,541,273,Yes
7,Masters,11,474,223,Yes
4,PhD,6,404,216,No
12,Masters,14,654,528,Yes
1,Masters,6,150,171,No
8,Masters,4,480,213,Yes
13,Masters,14,731,437,Yes
3,Masters,11,586,232,Yes
0,Bachelors,2,150,0,No
8,Masters,9,597,195,Yes
1,High School,6,455,241,No
11,Masters,11,764,361,Yes
15,Masters,19,900,685,Yes
13,Bachelors,12,694,420,Yes
9,High School,5,741,323,No
12,High School,13,822,405,Yes
8,Bachelors,6,606,181,Yes
7,PhD,9,353,264,Yes
15,High School,13,592,500,Yes
12,Masters,13,767,409,Yes
1,Bachelors,3,594,71,No
9,Masters,14,589,399,Yes
4,High School,5,509,139,No
10,Bachelors,13,679,366,Yes
11,Bachelors,6,568,330,Yes
12,Bachelors,8,557,294,Yes
9,Masters,12,646,319,Yes
12,Bachelors,13,732,486,Yes
6,Masters,6,472,213,Yes
13,Bachelors,14,377,449,Yes
12,Bachelors,15,813,470,Yes
9,High School,10,763,259,Yes
0,Masters,7,417,188,Yes
1,Masters,5,287,144,No
8,High School,5,573,250,No
6,Bachelors,9,727,317,No
5,Bachelors,11,373,331,Yes
1,Masters,2,414,7,No
7,PhD,7,430,159,Yes
13,Bachelors,14,550,473,Yes
12,PhD,14,599,544,Yes
7,Masters,16,446,607,Yes
13,Bachelors,15,900,497,Yes
11,Masters,14,666,465,Yes
15,Bachelors,17,841,507,Yes
2,High School,5,554,125,No
13,Bachelors,18,723,508,Yes
10,PhD,14,653,325,Yes
9,Bachelors,12,643,401,Yes
3,Bachelors,1,358,66,No
7,Masters,12,539,355,Yes
3,Masters,9,303,274,No
3,High School,6,541,177,No
9,Bachelors,8,819,360,No
3,Masters,4,377,119,No
6,Bachelors,18,418,337,Yes
11,Bachelors,11,653,478,Yes
2,Bachelors,6,416,150,No
2,Masters,5,494,205,No
12,Masters,9,868,391,Yes
5,PhD,15,542,356,Yes
12,Masters,11,786,470,Yes
5,Bachelors,8,518,184,No
1,Bachelors,5,607,26,No
10,Masters,12,782,446,Yes
0,PhD,2,468,111,No
12,Masters,14,665,495,Yes
15,Bachelors,13,811,478,Yes
1,Bachelors,7,364,248,No
13,Bachelors,17,877,575,Yes
13,Bachelors,14,898,458,Yes
13,Bachelors,16,660,569,Yes
10,PhD,14,619,428,Yes
5,Bachelors,11,348,171,Yes
3,Masters,6,530,128,Yes
7,Bachelors,9,576,230,No
13,Masters,16,900,547,Yes
12,Bachelors,10,645,326,Yes
5,Bachelors,9,565,245,Yes
14,Masters,12,744,371,Yes
11,Bachelors,12,683,416,Yes
2,PhD,8,319,208,Yes
2,Bachelors,12,426,288,No
3,High School,7,432,118,No
5,Bachelors,7,262,191,No
11,Masters,18,354,542,Yes
2,Bachelors,5,617,134,No
4,Bachelors,8,413,232,No
15,PhD,10,854,393,Yes
15,Bachelors,17,794,613,Yes
8,High School,15,783,397,Yes
8,Bachelors,11,581,328,Yes
14,Bachelors,19,862,581,Yes
5,Bachelors,5,831,176,No
10,Bachelors,8,753,425,Yes
4,Masters,8,403,219,No
3,Masters,10,306,308,Yes
3,Bachelors,4,517,185,No
2,Masters,10,535,267,Yes
6,Bachelors,5,420,113,No
7,Bachelors,8,549,326,No
1,Bachelors,3,241,46,No
14,Bachelors,21,830,530,Yes
7,High School,9,508,309,Yes
1,Masters,8,256,258,No
14,Bachelors,17,726,586,Yes
11,High School,13,731,469,Yes
2,Bachelors,9,493,230,No
9,PhD,15,827,430,Yes
8,Bachelors,10,799,355,Yes
10,Bachelors,8,531,286,Yes
4,Bachelors,7,251,208,No
2,Bachelors,5,491,275,No
3,Bachelors,9,239,223,No
4,Bachelors,6,629,204,No
14,Bachelors,11,834,363,Yes
8,Bachelors,14,587,397,Yes
11,Bachelors,14,809,473,Yes
11,PhD,13,585,501,Yes
8,High School,12,532,314,No
8,Bachelors,12,724,324,Yes
9,Bachelors,14,645,465,Yes
5,PhD,7,352,235,Yes
15,Masters,7,798,359,Yes
2,Bachelors,4,232,44,No
3,Bachelors,6,264,186,No
3,Bachelors,6,302,139,No
5,Masters,10,468,278,Yes
0,Bachelors,1,269,23,No
5,High School,1,256,61,No
13,Bachelors,10,846,403,Yes
7,PhD,16,496,343,Yes
14,High School,10,839,424,Yes
15,Bachelors,22,769,671,Yes
8,PhD,8,697,233,Yes
9,Bachelors,11,654,327,Yes
8,High School,10,777,347,Yes
6,Bachelors,13,537,388,Yes
2,Masters,8,408,189,No
15,Bachelors,17,840,520,Yes
12,Bachelors,11,570,385,Yes
4,High School,4,603,194,No
9,Bachelors,16,686,444,Yes
11,Masters,16,695,506,Yes
11,Bachelors,10,661,261,Yes
5,PhD,7,455,210,Yes
0,Masters,7,175,100,No
7,Bachelors,11,527,321,Yes
7,Masters,6,420,320,No
6,PhD,12,703,303,Yes
8,Bachelors,11,779,389,Yes
10,Masters,17,616,418,Yes
10,PhD,14,652,447,Yes
5,Masters,15,742,375,Yes
0,Bachelors,2,380,138,No
6,High School,7,553,231,No
4,Bachelors,7,421,246,No
1,High School,8,493,68,No
0,Masters,6,358,132,No
4,High School,4,225,224,No
10,PhD,16,614,528,Yes
3,High School,5,449,188,No
6,Masters,17,518,435,Yes
15,Masters,19,610,554,Yes
2,High School,2,424,150,No
4,Bachelors,6,502,255,Yes
9,Bachelors,5,689,284,No
9,PhD,15,644,506,Yes
9,Masters,15,536,531,Yes
13,Masters,23,742,675,Yes
5,Masters,12,431,345,Yes
6,Bachelors,7,292,278,Yes
15,Masters,16,794,502,Yes
4,Masters,8,450,293,No
1,High School,6,355,67,No
5,Masters,9,265,333,No
4,Bachelors,5,508,132,No
1,Bachelors,6,470,186,No
6,Masters,4,479,91,No
8,Masters,12,608,382,Yes
3,Bachelors,9,492,52,No
3,Bachelors,7,462,270,No
8,High School,9,870,197,Yes
2,Bachelors,14,340,380,No
6,Bachelors,4,587,329,Yes
11,Bachelors,11,716,319,Yes
14,Bachelors,15,894,351,Yes
8,PhD,11,465,310,Yes
15,High School,10,900,530,Yes
6,Bachelors,7,443,210,Yes
3,Masters,7,351,168,Yes
1,PhD,6,276,200,No
2,Masters,11,564,214,Yes
6,High School,2,511,115,No
7,Masters,11,504,345,Yes
14,PhD,11,900,430,Yes
3,PhD,8,535,101,Yes
9,Masters,9,580,239,Yes
2,Masters,6,585,99,No
7,Bachelors,8,674,201,Yes
0,Masters,3,196,35,No
15,Masters,14,745,540,Yes
10,Bachelors,11,587,318,Yes
6,Masters,3,489,163,No
10,Bachelors,12,606,407,Yes
6,PhD,7,664,240,Yes
12,Masters,13,757,452,Yes
3,Bachelors,7,345,178,No
1,Masters,9,436,138,No
6,Masters,4,411,239,No
14,Masters,15,550,410,Yes
12,Bachelors,22,684,625,Yes
6,Bachelors,8,564,137,Yes
1,Masters,8,551,125,No
1,Bachelors,6,431,166,No
2,High School,3,624,2,No
7,High School,9,546,287,Yes
4,Bachelors,5,492,233,No
15,Bachelors,15,900,480,Yes
1,Bachelors,7,396,139,No
13,High School,13,900,457,Yes
2,Bachelors,5,297,0,No
6,Bachelors,8,642,194,Yes
9,High School,6,649,288,No
13,Bachelors,12,738,408,Yes
14,Masters,15,623,452,Yes
3,Bachelors,7,468,114,No
8,Masters,10,636,348,Yes
2,Masters,9,345,160,No
11,Bachelors,13,536,467,Yes
15,Bachelors,18,860,506,Yes
2,Bachelors,5,195,198,No
13,Bachelors,10,573,489,Yes
9,Bachelors,14,853,428,Yes
4,Bachelors,4,376,93,No
10,High School,6,644,241,No
0,Masters,10,604,247,No
8,Masters,17,499,417,Yes
1,Masters,4,471,0,No
4,Masters,5,573,124,No
13,PhD,20,760,596,Yes
14,Bachelors,12,834,477,Yes
3,Bachelors,5,585,140,Yes
13,Bachelors,10,823,463,Yes
8,High School,11,491,253,Yes
10,High School,7,427,261,No
15,Masters,17,761,497,Yes
11,Bachelors,13,686,491,Yes
7,Masters,12,590,365,Yes
5,Bachelors,6,526,208,No
7,Bachelors,10,487,238,Yes
1,Bachelors,7,418,100,No
3,Bachelors,4,550,219,No
4,Bachelors,7,395,202,No
8,Bachelors,5,550,233,Yes
2,Masters,10,150,320,No
12,Bachelors,12,790,528,Yes
13,Masters,17,613,529,Yes
6,Bachelors,7,513,187,Yes
7,Bachelors,8,617,313,Yes
13,Bachelors,19,721,672,Yes
0,Masters,9,217,238,No
10,PhD,15,513,415,Yes
0,PhD,8,406,164,No
11,Masters,19,684,521,Yes
2,High School,7,442,191,No
8,Masters,12,446,315,Yes
0,Bachelors,3,394,53,No
3,Bachelors,6,512,130,No
14,Bachelors,10,791,351,Yes
8,High School,13,378,417,Yes
4,High School,12,476,263,No
11,Masters,12,580,544,Yes
6,Masters,14,499,447,Yes
10,Masters,15,900,467,Yes
4,PhD,10,273,213,Yes
5,Masters,9,488,180,Yes
13,Bachelors,8,755,479,Yes
10,High School,12,806,271,Yes
2,Masters,10,359,312,No
5,Bachelors,12,502,291,Yes
8,Bachelors,8,515,266,Yes
6,Masters,10,429,352,Yes
2,Bachelors,7,253,120,No
15,Bachelors,16,707,506,Yes
10,Masters,6,824,171,Yes
10,Masters,9,393,323,Yes
14,Bachelors,16,753,535,Yes
7,Masters,13,668,414,Yes
5,Masters,12,524,423,Yes
0,Bachelors,6,195,216,No
7,Bachelors,13,351,300,Yes
7,Masters,11,735,326,Yes
4,Bachelors,2,171,121,No
7,Bachelors,12,611,234,Yes
8,Bachelors,8,448,383,Yes
15,PhD,20,858,635,Yes
3,Bachelors,11,604,280,Yes
12,Masters,11,718,379,Yes
10,Bachelors,17,762,550,Yes
9,Bachelors,12,555,313,Yes
1,Bachelors,6,385,125,No
0,PhD,9,354,172,No
5,PhD,12,815,342,No
9,PhD,10,666,320,Yes
14,Masters,12,654,506,Yes
9,Masters,14,503,387,Yes
8,Bachelors,10,425,316,Yes
13,Bachelors,12,545,486,Yes
0,PhD,11,150,313,No
0,Bachelors,3,150,56,No
11,PhD,17,583,676,Yes
13,Bachelors,9,560,368,Yes
7,High School,8,500,238,No
1,PhD,9,376,153,Yes
8,Masters,2,549,78,Yes
4,High School,7,416,185,Yes
13,High School,13,871,374,No
13,Masters,8,632,241,Yes
10,Bachelors,12,656,366,Yes
3,Masters,9,314,252,No
7,Masters,10,478,375,Yes
5,Bachelors,9,635,322,No
4,Bachelors,9,683,374,No
5,High School,5,771,151,No
8,Masters,15,674,475,Yes
1,Masters,9,401,245,Yes
5,Masters,7,746,239,Yes
5,Bachelors,8,483,254,No
4,Bachelors,7,426,201,Yes
12,Bachelors,6,520,342,Yes
6,High School,4,492,120,No
15,Bachelors,10,817,468,Yes
6,High School,8,563,266,No
3,High School,6,426,187,No
10,Bachelors,15,647,570,Yes
1,High School,6,340,87,No
9,Masters,10,473,316,Yes
13,Bachelors,18,777,620,Yes
8,PhD,8,582,387,Yes
6,Bachelors,7,782,289,No
13,Bachelors,11,538,438,Yes
6,Bachelors,8,702,282,No
10,Masters,13,620,467,Yes
7,Bachelors,5,614,304,Yes
11,High School,10,199,343,No
12,Masters,13,751,482,Yes
11,Masters,6,570,259,Yes
9,Masters,14,691,319,Yes
14,Masters,14,699,463,Yes
0,Bachelors,6,388,107,No
2,Masters,11,413,267,Yes
10,Masters,7,598,376,Yes
12,Bachelors,13,683,416,Yes
2,Masters,6,380,117,No
6,Bachelors,12,496,339,Yes
5,Bachelors,5,414,139,No
11,Bachelors,14,612,418,Yes
15,Masters,21,639,642,Yes
2,Bachelors,4,288,153,No
13,Bachelors,15,725,586,Yes
13,PhD,19,855,579,Yes
13,Masters,23,646,688,Yes
12,PhD,18,600,621,Yes
3,Masters,4,271,136,Yes
15,Masters,15,900,557,Yes
11,Bachelors,15,870,412,Yes
11,Bachelors,8,696,313,Yes
2,Bachelors,3,333,120,No
1,Bachelors,5,287,115,No
6,Bachelors,8,589,172,No
10,Bachelors,10,502,331,Yes
2,Masters,7,442,156,Yes
2,PhD,14,313,302,Yes
6,Masters,7,524,289,No
0,Masters,5,688,70,No
11,Masters,18,754,591,Yes
6,Bachelors,8,563,271,Yes
13,Masters,14,675,332,Yes
6,Bachelors,12,471,302,Yes
7,PhD,12,435,326,Yes
10,Bachelors,8,767,307,Yes
6,Masters,10,728,426,Yes
3,Bachelors,3,468,146,No
3,PhD,7,538,146,No
1,Bachelors,5,384,4,No
1,High School,5,248,104,No
11,Masters,13,900,330,Yes
1,High School,4,668,89,No
14,Masters,25,722,685,Yes
13,Bachelors,13,655,385,Yes
4,Masters,11,714,309,Yes
0,Bachelors,4,429,55,No
10,Bachelors,12,808,383,Yes
10,Bachelors,7,730,234,Yes
13,Masters,21,651,651,Yes
2,High School,2,210,37,No
11,Masters,12,899,398,Yes
2,High School,4,227,65,No
3,Bachelors,3,369,109,No
7,PhD,13,462,348,Yes
14,High School,17,626,515,Yes
5,Bachelors,7,544,299,No
3,Bachelors,11,712,288,Yes
10,Masters,14,728,449,Yes
12,Masters,9,864,399,Yes
10,Masters,11,491,416,Yes
1,Masters,11,428,308,No
1,Masters,9,383,157,No
5,Bachelors,12,560,419,Yes
0,Masters,4,305,169,No
8,High School,9,524,289,Yes
6,Bachelors,12,640,334,Yes
2,Bachelors,8,372,169,Yes
1,Masters,7,606,174,No
9,PhD,18,606,502,Yes
15,PhD,19,900,629,Yes
9,High School,14,564,270,Yes
11,Bachelors,14,714,433,Yes
5,Bachelors,11,496,273,Yes
10,Bachelors,6,472,208,Yes
4,Masters,6,276,236,No
5,Bachelors,4,672,147,No
0,PhD,13,153,328,No
0,Masters,8,418,117,No
9,High School,11,704,319,Yes
8,High School,13,487,437,Yes
6,Bachelors,12,606,277,Yes
9,Bachelors,10,701,282,Yes
7,Bachelors,12,630,409,Yes
12,Bachelors,17,813,553,Yes
0,PhD,9,503,130,No
3,PhD,5,393,208,No
2,Bachelors,4,349,70,No
8,Bachelors,8,689,259,No
5,Bachelors,9,559,269,No
6,Bachelors,10,430,359,No
7,Bachelors,16,452,461,Yes
4,Masters,10,440,93,Yes
12,Masters,16,811,473,Yes
2,High School,10,420,172,No
6,Masters,12,616,331,Yes
10,High School,14,544,442,Yes
2,PhD,3,379,213,No
14,Bachelors,16,723,489,Yes
10,Masters,7,791,203,Yes
15,Bachelors,16,900,506,Yes
9,Masters,11,533,325,Yes
14,Masters,15,670,429,Yes
15,Masters,11,786,497,Yes
3,Bachelors,5,486,195,No
13,PhD,17,816,358,Yes
14,Bachelors,14,817,433,Yes
6,Masters,10,525,411,Yes
11,Bachelors,12,636,391,Yes
9,Bachelors,11,619,413,Yes
10,PhD,14,733,464,Yes
5,Bachelors,10,473,302,No
9,High School,7,585,325,Yes
13,Masters,20,790,621,Yes
3,Bachelors,8,601,193,Yes
4,Bachelors,6,205,147,No
1,Masters,11,525,233,Yes
2,High School,10,402,230,Yes
2,High School,3,528,49,No
0,Bachelors,3,381,195,No
3,Masters,6,337,217,Yes
7,Bachelors,18,517,510,Yes
9,Bachelors,12,750,434,No
5,Bachelors,6,522,247,Yes
13,Bachelors,15,656,537,Yes
0,PhD,4,408,48,No
4,Bachelors,5,462,201,No
5,Masters,17,693,351,Yes
5,Masters,9,508,283,Yes
8,Bachelors,10,444,335,Yes
7,Masters,18,508,459,Yes
9,Bachelors,18,537,490,Yes
6,Bachelors,11,521,285,Yes
3,PhD,11,246,308,Yes
4,Masters,11,466,307,No
15,Masters,18,900,702,Yes
6,Bachelors,13,642,393,Yes
15,Bachelors,19,900,647,Yes
3,Masters,13,590,393,Yes
15,Bachelors,14,668,509,Yes
13,Masters,15,681,492,Yes
12,Bachelors,13,687,442,Yes
6,Bachelors,9,611,290,No
15,Bachelors,15,586,501,Yes
14,Masters,12,645,495,Yes
2,PhD,7,465,153,No
11,Bachelors,11,544,471,Yes
15,Bachelors,13,478,485,Yes
5,Bachelors,10,488,261,Yes
12,High School,15,733,467,Yes
10,Masters,12,576,391,Yes
14,Bachelors,13,799,375,Yes
6,Bachelors,18,478,482,Yes
6,Bachelors,8,732,238,No
9,Masters,16,521,460,Yes
11,PhD,14,584,446,Yes
0,Bachelors,3,293,29,No
1,PhD,8,329,180,No
7,High School,12,621,416,No
7,PhD,15,404,344,Yes
15,High School,9,781,339,Yes
15,Masters,21,852,669,Yes
9,Bachelors,10,587,278,Yes
1,Masters,7,329,150,No
3,Masters,10,382,264,Yes
8,High School,12,622,275,No
2,Masters,8,271,196,No
4,Bachelors,11,294,264,No
15,Masters,18,690,522,Yes
2,Masters,6,374,151,Yes
15,Bachelors,17,725,493,Yes
2,Masters,8,481,176,Yes
15,PhD,20,540,593,Yes
15,PhD,25,750,761,Yes
15,Masters,16,741,504,Yes
9,Bachelors,12,602,403,Yes
7,Bachelors,7,570,241,Yes
1,Masters,6,439,202,No
12,High School,11,899,423,Yes
10,Masters,12,594,414,Yes
0,Bachelors,6,258,74,No
9,Bachelors,10,584,347,No
13,Masters,12,900,344,Yes
8,Masters,16,784,454,Yes
13,Bachelors,12,900,344,Yes
6,Bachelors,9,476,280,No
1,PhD,7,319,115,Yes
11,Bachelors,13,660,526,Yes
6,PhD,14,509,347,Yes
2,Bachelors,6,335,184,No
13,Bachelors,16,900,512,Yes
6,Masters,11,429,391,Yes
13,Bachelors,17,821,574,Yes
10,Masters,21,686,534,Yes
15,Bachelors,19,882,584,Yes
3,Masters,6,515,171,No
9,Bachelors,11,628,251,Yes
15,Bachelors,12,653,524,Yes
14,Bachelors,19,729,608,Yes
1,Bachelors,7,467,113,No
7,Masters,11,621,302,Yes
0,PhD,6,193,100,No
8,Bachelors,13,655,462,No
1,Bachelors,6,394,49,No
13,Bachelors,7,874,373,Yes
4,Masters,8,432,262,Yes
10,Masters,14,565,484,Yes
8,Bachelors,10,651,367,Yes
3,Masters,4,457,128,No
2,Masters,9,495,257,Yes
4,Masters,4,381,31,No
1,Bachelors,6,431,143,No
10,Masters,13,698,358,Yes
14,Bachelors,10,652,495,Yes
14,Masters,18,814,552,Yes
4,Masters,11,405,286,Yes
8,Masters,14,900,287,Yes
14,Masters,14,741,459,Yes
14,Bachelors,16,886,545,Yes
1,Bachelors,9,417,198,No
7,Bachelors,10,536,250,No
10,High School,9,606,313,Yes
0,Bachelors,9,153,66,No
10,Bachelors,17,540,434,Yes
14,Bachelors,13,900,448,Yes
1,Masters,9,423,208,Yes
5,Bachelors,8,404,221,No
10,Bachelors,20,839,431,Yes
5,High School,5,538,84,No
7,Bachelors,5,765,141,No
15,Bachelors,11,756,535,Yes
3,Bachelors,4,340,16,No
0,Masters,6,150,94,No
9,Bachelors,14,518,493,Yes
12,Bachelors,8,608,286,Yes
10,Bachelors,18,543,463,Yes
14,Bachelors,11,829,465,Yes
15,Bachelors,12,690,374,Yes
4,Bachelors,9,387,307,No
0,High School,4,150,192,No
14,PhD,15,658,475,Yes
9,PhD,17,552,493,Yes
4,Bachelors,3,552,54,No
1,Masters,7,524,210,No
10,Bachelors,21,629,513,Yes
4,Bachelors,8,330,268,No
6,PhD,3,443,196,Yes
7,Bachelors,14,505,369,Yes
6,Bachelors,10,590,305,Yes
11,Masters,14,595,479,Yes
14,Bachelors,12,882,490,Yes
0,Bachelors,1,322,0,No
14,High School,16,707,644,Yes
0,Bachelors,7,382,168,No
3,Masters,7,439,207,Yes
5,Bachelors,5,478,250,No
8,Bachelors,11,630,275,Yes
0,Bachelors,5,425,67,No
11,Bachelors,10,775,337,Yes
5,Masters,4,518,122,No
0,Bachelors,4,361,0,No
14,PhD,17,824,442,Yes
15,Bachelors,21,822,708,Yes
3,Masters,12,477,445,Yes
15,PhD,23,900,742,Yes
1,Masters,9,386,216,No
9,Masters,10,801,383,Yes
4,Masters,7,218,79,No
10,Bachelors,8,827,374,Yes
12,Masters,9,810,310,Yes
0,Bachelors,6,150,149,No
10,Masters,9,437,341,Yes
1,Bachelors,3,238,47,No
10,Bachelors,18,648,451,Yes
1,Bachelors,4,284,136,No
11,Masters,11,660,382,Yes
2,Bachelors,7,453,188,No
4,PhD,9,443,253,Yes
7,PhD,23,335,543,Yes
14,PhD,13,900,474,Yes
0,PhD,13,384,304,Yes
4,High School,8,482,154,No
15,Bachelors,17,836,459,Yes
8,Bachelors,13,472,355,Yes
4,Bachelors,7,364,266,Yes
13,Masters,14,809,438,Yes
5,Masters,13,562,334,Yes
4,Bachelors,3,408,158,No
2,Masters,10,538,179,Yes
1,Bachelors,9,319,256,No
7,High School,15,352,430,Yes
13,Masters,16,484,426,Yes
1,Masters,4,340,0,No
2,Bachelors,9,623,177,No
7,Masters,17,422,486,Yes
13,Bachelors,12,712,370,Yes
4,High School,9,552,297,No
5,PhD,4,168,191,No
13,Masters,17,768,495,Yes
4,Masters,12,319,371,Yes
14,PhD,19,541,608,Yes
6,Bachelors,16,485,424,Yes
0,Bachelors,4,366,159,No
12,Bachelors,14,622,391,Yes
4,Bachelors,5,438,136,No
14,Masters,20,764,652,Yes
4,Masters,14,648,292,Yes
4,Bachelors,4,603,93,No
7,Masters,15,638,431,Yes
11,Masters,10,754,385,Yes
6,High School,8,867,183,No
1,Masters,8,324,228,No
11,Masters,18,768,537,Yes
7,Masters,14,592,445,Yes
